                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.94382,                 1.2093,                 1.1645,                 0.8748,                 0.8942,                0.96117,                0.76192,                0.76609,                0.82707,                 1.1177,             0.00034895,             0.00034895,             0.00034895
                     36,                0.90214,                 1.2135,                 1.1022,                0.87442,                0.92149,                0.96652,                0.76941,                0.76284,                0.79504,                 1.0875,             0.00034374,             0.00034374,             0.00034374
                     37,                0.90465,                 1.1802,                 1.1132,                0.88604,                0.91229,                0.96961,                0.76833,                0.77614,                0.76226,                 1.0795,             0.00033853,             0.00033853,             0.00033853
                     38,                0.90196,                 1.1856,                 1.0894,                0.88631,                0.90542,                0.97059,                0.77711,                0.76736,                0.75059,                 1.0751,             0.00033333,             0.00033333,             0.00033333
                     39,                0.90611,                  1.116,                 1.1047,                 0.8781,                0.89456,                0.96379,                0.76183,                0.76253,                0.75086,                 1.0968,             0.00032812,             0.00032812,             0.00032812
                     40,                0.85721,                 1.0645,                  1.081,                0.86165,                0.88654,                0.95736,                0.74759,                0.80545,                0.77121,                 1.1309,             0.00032291,             0.00032291,             0.00032291
                     41,                 0.9429,                 1.1249,                  1.155,                0.87774,                0.88681,                 0.9624,                0.75512,                0.81333,                0.76175,                 1.1302,              0.0003177,              0.0003177,              0.0003177
                     42,                0.89401,                 1.1107,                 1.1267,                0.89027,                0.88342,                0.96527,                 0.7683,                0.78727,                0.75919,                 1.1038,              0.0003125,              0.0003125,              0.0003125
                     43,                 0.8686,                 1.0836,                 1.0884,                0.94261,                0.89207,                0.97346,                0.76462,                 0.7762,                0.72547,                 1.0894,             0.00030729,             0.00030729,             0.00030729
                     44,                0.90362,                  1.166,                  1.114,                0.94801,                0.92059,                0.97479,                0.76777,                0.76511,                0.69262,                 1.0907,             0.00030208,             0.00030208,             0.00030208
                     45,                0.89257,                 1.0666,                 1.0956,                0.93996,                0.91568,                0.96281,                 0.7699,                0.76181,                0.68998,                 1.1022,             0.00029687,             0.00029687,             0.00029687
                     46,                0.84848,                 1.0806,                 1.0888,                0.91693,                0.93661,                0.96307,                 0.7653,                0.77069,                0.71609,                 1.0996,             0.00029167,             0.00029167,             0.00029167
                     47,                0.88062,                  1.033,                 1.1219,                 0.9085,                0.94234,                0.96236,                 0.7574,                0.76057,                0.73399,                 1.0671,             0.00028646,             0.00028646,             0.00028646
